Results of detector B
particle nr, timestamp, detected, detector angle, spin
730, 1372532967666, true, 112.5, -1
731, 1372532967666, true, 67.5, -1
732, 1372532967666, true, 45.0, 1
733, 1372532967666, true, 135.0, -1
734, 1372532967666, true, 90.0, -1
735, 1372532967666, true, 112.5, -1
736, 1372532967666, true, 270.0, -1
737, 1372532967666, true, 112.5, 1
738, 1372532967666, true, 90.0, 1
739, 1372532967666, true, 67.5, -1
740, 1372532967666, true, 270.0, -1
741, 1372532967666, true, 0.0, 1
742, 1372532967666, true, 270.0, -1
743, 1372532967666, true, 315.0, 1
744, 1372532967666, true, 67.5, -1
745, 1372532967666, true, 112.5, -1
746, 1372532967666, true, 180.0, -1
747, 1372532967666, true, 90.0, -1
748, 1372532967666, true, 247.5, -1
749, 1372532967666, true, 157.5, -1
750, 1372532967666, true, 180.0, -1
751, 1372532967666, true, 67.5, 1
752, 1372532967666, true, 225.0, 1
753, 1372532967666, true, 180.0, -1
754, 1372532967666, true, 315.0, 1
755, 1372532967666, true, 337.5, 1
756, 1372532967666, true, 90.0, 1
757, 1372532967666, true, 67.5, 1
758, 1372532967666, true, 337.5, -1
759, 1372532967666, true, 337.5, 1
760, 1372532967666, true, 157.5, -1
761, 1372532967666, true, 202.5, -1
762, 1372532967666, true, 157.5, -1
763, 1372532967666, true, 180.0, -1
764, 1372532967666, true, 45.0, 1
765, 1372532967666, true, 292.5, 1
766, 1372532967666, true, 292.5, 1
767, 1372532967666, true, 90.0, 1
768, 1372532967666, true, 135.0, -1
769, 1372532967666, true, 292.5, -1
770, 1372532967666, true, 157.5, -1
771, 1372532967666, true, 202.5, -1
772, 1372532967666, true, 0.0, 1
773, 1372532967666, true, 22.5, 1
774, 1372532967666, true, 225.0, 1
775, 1372532967666, true, 67.5, -1
776, 1372532967666, true, 90.0, 1
777, 1372532967666, true, 135.0, -1
778, 1372532967666, true, 45.0, -1
779, 1372532967666, true, 180.0, -1
780, 1372532967666, true, 112.5, 1
781, 1372532967666, true, 225.0, -1
782, 1372532967666, true, 0.0, 1
783, 1372532967666, true, 225.0, -1
784, 1372532967666, true, 292.5, 1
785, 1372532967666, true, 315.0, 1
786, 1372532967666, true, 337.5, 1
787, 1372532967666, true, 67.5, 1
788, 1372532967666, true, 112.5, 1
789, 1372532967666, true, 0.0, 1
790, 1372532967666, true, 45.0, -1
791, 1372532967666, true, 67.5, 1
792, 1372532967666, true, 270.0, 1
793, 1372532967666, true, 180.0, -1
794, 1372532967666, true, 315.0, 1
795, 1372532967666, true, 157.5, -1
796, 1372532967666, true, 247.5, 1
797, 1372532967666, true, 202.5, -1
798, 1372532967666, true, 0.0, 1
799, 1372532967666, true, 225.0, 1
800, 1372532967666, true, 90.0, -1
